survived,sex,age,class,fare,adult_minor,dataset,age_was_imputed,sibsp,parch,embarked
False,male,23.5,Third,7.2292,N/A,Titanic,False,0,0,C
False,female,2.0,First,151.55,N/A,Titanic,False,1,2,S
True,male,40.0,First,30.5,N/A,Titanic,False,0,0,S
True,female,50.0,First,247.5208,N/A,Titanic,False,0,1,C
True,female,21.5,Third,7.75,N/A,Titanic,False,0,0,Q
True,male,25.0,Third,23.25,N/A,Titanic,False,2,0,Q
False,male,19.0,Third,0.0,N/A,Titanic,False,0,0,S
True,female,28.0,Second,12.35,N/A,Titanic,False,0,0,Q
False,male,25.0,Third,8.05,N/A,Titanic,False,0,0,S
True,male,0.92,First,151.55,N/A,Titanic,False,1,2,S
True,female,35.0,First,110.8833,N/A,Titanic,False,0,0,C
True,female,17.0,First,108.9,N/A,Titanic,False,1,0,C
False,male,30.0,Second,24.0,N/A,Titanic,False,1,0,C
True,female,30.0,First,56.9292,N/A,Titanic,False,0,0,C
True,female,24.0,First,83.1583,N/A,Titanic,False,0,0,C
True,female,18.0,First,262.375,N/A,Titanic,False,2,2,C
False,female,26.0,Second,26.0,N/A,Titanic,False,1,1,S
False,male,28.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,male,43.0,Second,26.25,N/A,Titanic,False,1,1,S
True,female,26.0,Third,7.8542,N/A,Titanic,False,0,0,S
True,female,24.0,Second,26.0,N/A,Titanic,False,1,0,S
False,male,54.0,Second,14.0,N/A,Titanic,False,0,0,S
True,female,31.0,First,164.8667,N/A,Titanic,False,0,2,S
True,female,40.0,First,134.5,N/A,Titanic,False,1,1,C
False,male,22.0,Third,7.25,N/A,Titanic,False,0,0,S
False,male,27.0,Third,7.8958,N/A,Titanic,False,0,0,S
True,female,30.0,Second,12.35,N/A,Titanic,False,0,0,Q
True,female,22.0,Second,29.0,N/A,Titanic,False,1,1,S
False,male,25.0,Third,69.55,N/A,Titanic,False,8,2,S
True,female,36.0,First,135.6333,N/A,Titanic,False,0,0,C
False,male,61.0,Third,6.2375,N/A,Titanic,False,0,0,S
True,female,36.0,Second,13.0,N/A,Titanic,False,0,0,S
True,female,31.0,Third,20.525,N/A,Titanic,False,1,1,S
True,female,16.0,First,57.9792,N/A,Titanic,False,0,1,C
True,female,21.5,Third,23.25,N/A,Titanic,False,2,0,Q
False,male,45.5,First,28.5,N/A,Titanic,False,0,0,S
False,male,38.0,First,153.4625,N/A,Titanic,False,0,1,S
False,male,16.0,Third,18.0,N/A,Titanic,False,2,0,S
True,female,35.0,First,133.65,N/A,Titanic,False,1,0,S
False,male,25.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,male,29.0,First,66.6,N/A,Titanic,False,1,0,S
True,female,41.0,First,134.5,N/A,Titanic,False,0,0,C
True,male,45.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,45.0,First,35.5,N/A,Titanic,False,0,0,S
True,male,2.0,Second,26.0,N/A,Titanic,False,1,1,S
True,female,24.0,First,263.0,N/A,Titanic,False,3,2,S
False,male,28.0,Second,13.0,N/A,Titanic,False,0,0,S
False,male,25.0,Second,13.0,N/A,Titanic,False,0,0,S
False,male,36.0,Second,13.0,N/A,Titanic,False,0,0,S
True,female,24.0,Second,13.0,N/A,Titanic,False,0,0,S
True,female,40.0,Second,13.0,N/A,Titanic,False,0,0,S
True,female,21.5,Third,16.1,N/A,Titanic,False,1,0,S
True,male,3.0,Third,15.9,N/A,Titanic,False,1,1,S
False,male,42.0,Third,8.6625,N/A,Titanic,False,0,0,S
False,male,23.0,Third,9.225,N/A,Titanic,False,0,0,S
False,male,40.0,First,35.0,N/A,Titanic,False,0,0,S
False,male,15.0,Third,7.2292,N/A,Titanic,False,1,1,C
False,male,25.0,Third,17.8,N/A,Titanic,False,1,0,S
False,male,25.0,Third,7.225,N/A,Titanic,False,0,0,C
False,male,28.0,Third,9.5,N/A,Titanic,False,0,0,S
True,female,22.0,First,55.0,N/A,Titanic,False,0,1,S
False,female,38.0,Second,13.0,N/A,Titanic,False,0,0,S
True,female,21.5,Third,7.8792,N/A,Titanic,False,0,0,Q
True,female,21.5,Third,7.8792,N/A,Titanic,False,0,0,Q
False,male,40.0,Third,27.9,N/A,Titanic,False,1,4,S
False,male,29.0,Second,27.7208,N/A,Titanic,False,1,0,C
False,female,45.0,Third,14.4542,N/A,Titanic,False,0,1,C
False,male,35.0,Third,7.05,N/A,Titanic,False,0,0,S
False,male,25.0,Third,15.5,N/A,Titanic,False,1,0,Q
False,male,30.0,Third,7.25,N/A,Titanic,False,0,0,S
True,female,60.0,First,75.25,N/A,Titanic,False,1,0,C
True,female,21.5,Third,7.2292,N/A,Titanic,False,0,0,C
True,female,21.5,Third,7.75,N/A,Titanic,False,0,0,Q
True,female,24.0,First,69.3,N/A,Titanic,False,0,0,C
True,male,25.0,First,55.4417,N/A,Titanic,False,1,0,C
False,male,18.0,Third,6.4958,N/A,Titanic,False,1,0,S
False,male,19.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,22.0,First,135.6333,N/A,Titanic,False,0,0,C
False,female,3.0,Third,21.075,N/A,Titanic,False,3,1,S
True,female,35.0,First,82.1708,N/A,Titanic,False,1,0,C
True,female,22.0,Third,7.25,N/A,Titanic,False,0,0,S
False,male,27.0,First,211.5,N/A,Titanic,False,0,2,C
False,male,20.0,Third,4.0125,N/A,Titanic,False,0,0,C
False,male,19.0,Third,7.775,N/A,Titanic,False,0,0,S
True,female,42.0,First,227.525,N/A,Titanic,False,0,0,C
True,female,1.0,Third,15.7417,N/A,Titanic,False,0,2,C
False,male,32.0,Third,7.925,N/A,Titanic,False,0,0,S
True,female,35.0,First,52.0,N/A,Titanic,False,1,0,S
False,male,25.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,male,18.0,Second,73.5,N/A,Titanic,False,0,0,S
False,male,1.0,Third,46.9,N/A,Titanic,False,5,2,S
True,female,36.0,Second,13.0,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.7292,N/A,Titanic,False,0,0,Q
True,female,17.0,Second,12.0,N/A,Titanic,False,0,0,C
True,male,36.0,First,120.0,N/A,Titanic,False,1,2,S
True,male,21.0,Third,7.7958,N/A,Titanic,False,0,0,S
False,male,28.0,Third,7.925,N/A,Titanic,False,2,0,S
True,female,23.0,First,113.275,N/A,Titanic,False,1,0,C
True,female,24.0,Third,16.7,N/A,Titanic,False,0,2,S
False,male,22.0,Third,7.7958,N/A,Titanic,False,0,0,S
False,female,31.0,Third,7.8542,N/A,Titanic,False,0,0,S
False,male,46.0,Second,26.0,N/A,Titanic,False,0,0,S
False,male,23.0,Second,10.5,N/A,Titanic,False,0,0,S
True,female,28.0,Second,12.65,N/A,Titanic,False,0,0,S
True,male,39.0,Third,7.925,N/A,Titanic,False,0,0,S
False,male,26.0,Third,8.05,N/A,Titanic,False,0,0,S
False,female,21.0,Third,9.825,N/A,Titanic,False,1,0,S
False,male,28.0,Third,15.85,N/A,Titanic,False,1,0,S
False,female,20.0,Third,8.6625,N/A,Titanic,False,0,0,S
False,male,34.0,Second,21.0,N/A,Titanic,False,1,0,S
False,male,51.0,Third,7.75,N/A,Titanic,False,0,0,S
True,male,3.0,Second,18.75,N/A,Titanic,False,1,1,S
False,male,21.0,Third,7.775,N/A,Titanic,False,0,0,S
False,female,21.5,Third,25.4667,N/A,Titanic,False,3,1,S
False,male,25.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,male,25.0,Third,6.8583,N/A,Titanic,False,0,0,Q
True,female,33.0,First,90.0,N/A,Titanic,False,1,0,Q
False,male,30.0,Second,0.0,N/A,Titanic,False,0,0,S
True,male,44.0,Third,7.925,N/A,Titanic,False,0,0,S
False,female,21.5,Third,8.05,N/A,Titanic,False,0,0,S
True,female,34.0,Second,32.5,N/A,Titanic,False,1,1,S
True,female,18.0,Second,13.0,N/A,Titanic,False,0,2,S
False,male,30.0,Second,13.0,N/A,Titanic,False,0,0,S
False,female,10.0,Third,24.15,N/A,Titanic,False,0,2,S
False,male,25.0,Third,7.8958,N/A,Titanic,False,0,0,C
False,male,21.0,Third,7.7333,N/A,Titanic,False,0,0,Q
False,male,29.0,Third,7.875,N/A,Titanic,False,0,0,S
False,female,28.0,Third,14.4,N/A,Titanic,False,1,1,S
False,male,18.0,Third,20.2125,N/A,Titanic,False,1,1,S
False,male,25.0,Third,7.25,N/A,Titanic,False,0,0,S
True,female,28.0,Second,26.0,N/A,Titanic,False,1,0,S
True,female,19.0,Second,26.0,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.75,N/A,Titanic,False,0,0,Q
True,male,32.0,Third,8.05,N/A,Titanic,False,0,0,S
True,male,28.0,First,26.55,N/A,Titanic,False,0,0,S
True,female,21.5,Third,16.1,N/A,Titanic,False,1,0,S
True,female,42.0,Second,26.0,N/A,Titanic,False,1,0,S
False,male,17.0,Third,7.125,N/A,Titanic,False,0,0,S
False,male,50.0,First,55.9,N/A,Titanic,False,1,0,S
True,female,14.0,First,120.0,N/A,Titanic,False,1,2,S
False,female,21.0,Third,34.375,N/A,Titanic,False,2,2,S
True,female,24.0,Second,18.75,N/A,Titanic,False,2,3,S
False,male,64.0,First,263.0,N/A,Titanic,False,1,4,S
False,male,31.0,Second,10.5,N/A,Titanic,False,0,0,S
True,female,45.0,Second,26.25,N/A,Titanic,False,1,1,S
False,male,20.0,Third,9.5,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.775,N/A,Titanic,False,1,0,S
True,female,28.0,Second,13.0,N/A,Titanic,False,0,0,S
True,male,25.0,Third,8.1125,N/A,Titanic,False,0,0,S
True,male,4.0,First,81.8583,N/A,Titanic,False,0,2,S
True,female,13.0,Second,19.5,N/A,Titanic,False,0,1,S
True,male,34.0,First,26.55,N/A,Titanic,False,0,0,S
True,female,5.0,Third,19.2583,N/A,Titanic,False,2,1,C
True,male,52.0,First,30.5,N/A,Titanic,False,0,0,S
False,male,36.0,Second,27.75,N/A,Titanic,False,1,2,S
False,male,25.0,Third,19.9667,N/A,Titanic,False,1,0,S
False,male,30.0,First,27.75,N/A,Titanic,False,0,0,C
True,male,49.0,First,89.1042,N/A,Titanic,False,1,0,C
False,male,25.0,Third,8.05,N/A,Titanic,False,0,0,S
True,male,29.0,Third,7.8958,N/A,Titanic,False,0,0,C
False,male,65.0,First,26.55,N/A,Titanic,False,0,0,S
True,female,35.0,First,51.8625,N/A,Titanic,False,1,0,S
True,female,50.0,Second,10.5,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.75,N/A,Titanic,False,0,0,Q
True,male,48.0,First,26.55,N/A,Titanic,False,0,0,S
False,male,34.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,47.0,First,38.5,N/A,Titanic,False,0,0,S
False,male,48.0,Second,13.0,N/A,Titanic,False,0,0,S
False,male,25.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,38.0,Third,7.05,N/A,Titanic,False,0,0,S
False,male,30.0,Second,0.0,N/A,Titanic,False,0,0,S
False,male,56.0,First,26.55,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.725,N/A,Titanic,False,0,0,Q
True,female,0.75,Third,19.2583,N/A,Titanic,False,2,1,C
False,male,25.0,Third,7.25,N/A,Titanic,False,0,0,S
False,male,38.0,Third,8.6625,N/A,Titanic,False,0,0,S
True,female,33.0,Second,27.75,N/A,Titanic,False,1,2,S
True,female,23.0,Second,13.7917,N/A,Titanic,False,0,0,C
False,female,22.0,Third,9.8375,N/A,Titanic,False,0,0,S
False,male,40.0,First,52.0,N/A,Titanic,False,0,0,S
False,male,34.0,Second,21.0,N/A,Titanic,False,1,0,S
False,male,29.0,Third,7.0458,N/A,Titanic,False,1,0,S
False,male,22.0,Third,7.5208,N/A,Titanic,False,0,0,S
True,female,2.0,Third,12.2875,N/A,Titanic,False,0,1,S
False,male,9.0,Third,46.9,N/A,Titanic,False,5,2,S
False,male,30.0,Second,0.0,N/A,Titanic,False,0,0,S
False,male,50.0,Third,8.05,N/A,Titanic,False,0,0,S
True,female,63.0,Third,9.5875,N/A,Titanic,False,0,0,S
True,male,25.0,First,91.0792,N/A,Titanic,False,1,0,C
False,female,21.5,Third,25.4667,N/A,Titanic,False,3,1,S
True,female,35.0,First,90.0,N/A,Titanic,False,1,0,S
False,male,58.0,First,29.7,N/A,Titanic,False,0,0,C
False,male,30.0,Third,8.05,N/A,Titanic,False,0,0,S
True,male,9.0,Third,15.9,N/A,Titanic,False,1,1,S
False,male,25.0,Third,19.9667,N/A,Titanic,False,1,0,S
False,male,21.0,Third,7.25,N/A,Titanic,False,0,0,S
False,male,55.0,First,30.5,N/A,Titanic,False,0,0,S
False,male,71.0,First,49.5042,N/A,Titanic,False,0,0,C
False,male,21.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,25.0,Third,14.4583,N/A,Titanic,False,0,0,C
True,female,54.0,First,78.2667,N/A,Titanic,False,1,0,C
False,male,25.0,Third,15.1,N/A,Titanic,False,0,0,S
False,female,25.0,First,151.55,N/A,Titanic,False,1,2,S
False,male,24.0,Third,7.7958,N/A,Titanic,False,0,0,S
False,male,17.0,Third,8.6625,N/A,Titanic,False,0,0,S
False,female,21.0,Third,7.75,N/A,Titanic,False,0,0,Q
False,female,21.5,Third,7.6292,N/A,Titanic,False,0,0,Q
False,female,37.0,Third,9.5875,N/A,Titanic,False,0,0,S
True,female,16.0,First,86.5,N/A,Titanic,False,0,0,S
False,male,18.0,First,108.9,N/A,Titanic,False,1,0,C
True,female,33.0,Second,26.0,N/A,Titanic,False,0,2,S
True,male,40.0,First,26.55,N/A,Titanic,False,0,0,S
False,male,28.0,Third,22.525,N/A,Titanic,False,0,0,S
True,male,26.0,Third,56.4958,N/A,Titanic,False,0,0,S
True,male,29.0,Third,7.75,N/A,Titanic,False,0,0,Q
False,male,25.0,Third,8.05,N/A,Titanic,False,0,0,S
True,male,36.0,First,26.2875,N/A,Titanic,False,0,0,S
True,female,54.0,First,59.4,N/A,Titanic,False,1,0,C
False,male,24.0,Third,7.4958,N/A,Titanic,False,0,0,S
False,male,47.0,First,34.0208,N/A,Titanic,False,0,0,S
True,female,34.0,Second,10.5,N/A,Titanic,False,0,0,S
False,male,25.0,Third,24.15,N/A,Titanic,False,0,0,Q
True,female,36.0,Second,26.0,N/A,Titanic,False,1,0,S
False,male,32.0,Third,7.8958,N/A,Titanic,False,0,0,S
True,female,30.0,First,93.5,N/A,Titanic,False,0,0,S
False,male,22.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.225,N/A,Titanic,False,0,0,C
True,female,44.0,First,57.9792,N/A,Titanic,False,0,1,C
False,male,25.0,Third,7.2292,N/A,Titanic,False,0,0,C
False,male,40.5,Third,7.75,N/A,Titanic,False,0,0,Q
True,female,50.0,Second,10.5,N/A,Titanic,False,0,0,S
False,male,40.0,First,221.7792,N/A,Titanic,False,0,0,S
False,male,39.0,Third,7.925,N/A,Titanic,False,0,0,S
False,male,23.0,Second,11.5,N/A,Titanic,False,2,1,S
True,female,2.0,Second,26.0,N/A,Titanic,False,1,1,S
False,male,25.0,Third,7.2292,N/A,Titanic,False,0,0,C
False,male,17.0,Third,7.2292,N/A,Titanic,False,1,1,C
True,female,21.5,Third,22.3583,N/A,Titanic,False,0,2,C
False,female,30.0,Third,8.6625,N/A,Titanic,False,0,0,S
True,female,7.0,Second,26.25,N/A,Titanic,False,0,2,S
False,male,45.0,First,26.55,N/A,Titanic,False,0,0,S
True,female,30.0,First,106.425,N/A,Titanic,False,0,0,C
False,male,25.0,Third,14.5,N/A,Titanic,False,0,0,S
True,female,22.0,First,49.5,N/A,Titanic,False,0,2,C
True,female,36.0,First,71.0,N/A,Titanic,False,0,2,S
False,female,9.0,Third,31.275,N/A,Titanic,False,4,2,S
False,female,11.0,Third,31.275,N/A,Titanic,False,4,2,S
True,male,32.0,Second,26.0,N/A,Titanic,False,1,0,S
False,male,50.0,First,106.425,N/A,Titanic,False,1,0,C
False,male,64.0,First,26.0,N/A,Titanic,False,0,0,S
True,female,19.0,Second,26.0,N/A,Titanic,False,1,0,S
True,male,30.0,Second,13.8625,N/A,Titanic,False,0,0,C
False,male,33.0,Third,20.525,N/A,Titanic,False,1,1,S
True,male,8.0,Second,36.75,N/A,Titanic,False,1,1,S
True,male,17.0,First,110.8833,N/A,Titanic,False,0,2,C
False,male,27.0,Second,26.0,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.8292,N/A,Titanic,False,0,0,Q
True,male,22.0,Third,7.225,N/A,Titanic,False,0,0,C
True,female,22.0,Third,7.775,N/A,Titanic,False,0,0,S
False,male,62.0,First,26.55,N/A,Titanic,False,0,0,S
True,female,48.0,First,39.6,N/A,Titanic,False,1,0,C
False,male,40.0,First,227.525,N/A,Titanic,False,0,0,C
True,female,39.0,First,79.65,N/A,Titanic,False,1,1,S
True,female,36.0,Third,17.4,N/A,Titanic,False,1,0,S
False,male,25.0,Third,7.75,N/A,Titanic,False,0,0,Q
False,male,40.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,male,28.0,Second,13.5,N/A,Titanic,False,0,0,S
False,male,25.0,Third,8.05,N/A,Titanic,False,0,0,S
False,female,21.5,Third,8.05,N/A,Titanic,False,0,0,S
False,male,24.0,Third,24.15,N/A,Titanic,False,2,0,S
False,male,19.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,female,29.0,Third,21.075,N/A,Titanic,False,0,4,S
False,male,25.0,Third,7.2292,N/A,Titanic,False,0,0,C
True,male,32.0,Third,7.8542,N/A,Titanic,False,0,0,S
True,male,62.0,Second,10.5,N/A,Titanic,False,0,0,S
True,female,53.0,First,51.4792,N/A,Titanic,False,2,0,S
True,male,36.0,First,26.3875,N/A,Titanic,False,0,0,S
True,female,21.5,Third,7.75,N/A,Titanic,False,0,0,Q
False,male,16.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,19.0,Third,14.5,N/A,Titanic,False,0,0,S
True,female,34.0,Second,13.0,N/A,Titanic,False,0,0,S
True,female,39.0,First,55.9,N/A,Titanic,False,1,0,S
False,female,21.5,Third,14.4583,N/A,Titanic,False,1,0,C
True,male,32.0,Third,7.925,N/A,Titanic,False,0,0,S
True,female,25.0,Second,30.0,N/A,Titanic,False,1,1,S
True,female,39.0,First,110.8833,N/A,Titanic,False,1,1,C
False,male,54.0,Second,26.0,N/A,Titanic,False,0,0,S
False,male,36.0,First,40.125,N/A,Titanic,False,0,0,C
False,male,25.0,Third,8.7125,N/A,Titanic,False,0,0,C
True,female,18.0,First,79.65,N/A,Titanic,False,0,2,S
False,male,47.0,Second,15.0,N/A,Titanic,False,0,0,S
True,male,60.0,First,79.2,N/A,Titanic,False,1,1,C
False,male,22.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,25.0,Third,8.05,N/A,Titanic,False,0,0,S
False,male,35.0,Third,7.125,N/A,Titanic,False,0,0,S
True,female,52.0,First,78.2667,N/A,Titanic,False,1,0,C
